,conf,currYr,label,source,value,year,unit,doc_companieshouseregisterednumber
5,83.0,0.0,Stocks,Stocks 10 16625 15775,15775,2014.0,£000,./example_data_PDF/2303730.pdf
6,96.0,1.0,Debtors,Debtors 11 50737 43220,50737,2015.0,£000,./example_data_PDF/2303730.pdf
7,96.0,0.0,Debtors,Debtors 11 50737 43220,43220,2014.0,£000,./example_data_PDF/2303730.pdf
8,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 5960 3974,5960,2015.0,£000,./example_data_PDF/2303730.pdf
9,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 5960 3974,3974,2014.0,£000,./example_data_PDF/2303730.pdf
10,96.0,1.0,Creditors amounts falling due within one,Creditors amounts falling due within one 12 19004 17584,19004,2015.0,£000,./example_data_PDF/2303730.pdf
11,96.0,0.0,Creditors amounts falling due within one,Creditors amounts falling due within one 12 19004 17584,17584,2014.0,£000,./example_data_PDF/2303730.pdf
12,95.0,1.0,Net current assets,Net current assets 53318 45385,53318,2015.0,£000,./example_data_PDF/2303730.pdf
13,74.0,0.0,Net current assets,Net current assets 53318 45385,45385,2014.0,£000,./example_data_PDF/2303730.pdf
14,95.0,1.0,Total assets less current liabilities,Total assets less current liabilities 65588 58163,65588,2015.0,£000,./example_data_PDF/2303730.pdf
15,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 65588 58163,58163,2014.0,£000,./example_data_PDF/2303730.pdf
16,95.0,1.0,Provisions for liabilities,Provisions for liabilities 13 1580 1702,1580,2015.0,£000,./example_data_PDF/2303730.pdf
17,90.0,0.0,Provisions for liabilities,Provisions for liabilities 13 1580 1702,1702,2014.0,£000,./example_data_PDF/2303730.pdf
18,95.0,1.0,Net assets excluding pension liabilities,Net assets excluding pension liabilities 64008 56461,64008,2015.0,£000,./example_data_PDF/2303730.pdf
19,96.0,0.0,Net assets excluding pension liabilities,Net assets excluding pension liabilities 64008 56461,56461,2014.0,£000,./example_data_PDF/2303730.pdf
20,96.0,1.0,Pension scheme liabilities,Pension scheme liabilities 15 6865 8333,6865,2015.0,£000,./example_data_PDF/2303730.pdf
21,95.0,0.0,Pension scheme liabilities,Pension scheme liabilities 15 6865 8333,8333,2014.0,£000,./example_data_PDF/2303730.pdf
22,95.0,1.0,Net assets including pension liabilities,Net assets including pension liabilities 57143 48128,57143,2015.0,£000,./example_data_PDF/2303730.pdf
23,94.0,0.0,Net assets including pension liabilities,Net assets including pension liabilities 57143 48128,48128,2014.0,£000,./example_data_PDF/2303730.pdf
24,95.0,1.0,Called up share capital,Called up share capital 16 2500 2500,2500,2015.0,£000,./example_data_PDF/2303730.pdf
25,96.0,0.0,Called up share capital,Called up share capital 16 2500 2500,2500,2014.0,£000,./example_data_PDF/2303730.pdf
26,96.0,1.0,Profit and loss account,Profit and loss account 17 54643 45628,54643,2015.0,£000,./example_data_PDF/2303730.pdf
27,96.0,0.0,Profit and loss account,Profit and loss account 17 54643 45628,45628,2014.0,£000,./example_data_PDF/2303730.pdf
28,94.0,1.0,Total shareholders funds,Total shareholders funds 17 57143 48128,57143,2015.0,£000,./example_data_PDF/2303730.pdf
29,95.0,0.0,Total shareholders funds,Total shareholders funds 17 57143 48128,48128,2014.0,£000,./example_data_PDF/2303730.pdf
0,96.0,1.0,Intangible assets,Intangible assets 8  30000,8,2015.0,£,./example_data_PDF/00477955.pdf
1,90.0,0.0,Intangible assets,Intangible assets 8  30000,30000,2014.0,£,./example_data_PDF/00477955.pdf
2,96.0,1.0,Tangible assets,Tangible assets 9 4210079 4338048,4210079,2015.0,£,./example_data_PDF/00477955.pdf
3,95.0,0.0,Tangible assets,Tangible assets 9 4210079 4338048,4338048,2014.0,£,./example_data_PDF/00477955.pdf
4,96.0,1.0,Investments,Investments 10 2 2,2,2015.0,£,./example_data_PDF/00477955.pdf
5,96.0,0.0,Investments,Investments 10 2 2,2,2014.0,£,./example_data_PDF/00477955.pdf
6,95.0,1.0,Stocks    Debtors,Stocks 1 4437178 4456993 Debtors 12 4269622 4252633,4269622,2015.0,£,./example_data_PDF/00477955.pdf
7,91.0,0.0,Stocks    Debtors,Stocks 1 4437178 4456993 Debtors 12 4269622 4252633,4252633,2014.0,£,./example_data_PDF/00477955.pdf
8,94.0,1.0,Cash at bank and in hand,Cash at bank and in hand 250 108541,250,2015.0,£,./example_data_PDF/00477955.pdf
9,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 250 108541,108541,2014.0,£,./example_data_PDF/00477955.pdf
10,96.0,1.0,Amounts falling due within one year,Amounts falling due within one year 13 4509847 4724476,4509847,2015.0,£,./example_data_PDF/00477955.pdf
11,95.0,0.0,Amounts falling due within one year,Amounts falling due within one year 13 4509847 4724476,4724476,2014.0,£,./example_data_PDF/00477955.pdf
12,94.0,1.0,NET CURRENT ASSETS,NET CURRENT ASSETS 4197203 4093691,4197203,2015.0,£,./example_data_PDF/00477955.pdf
13,96.0,0.0,NET CURRENT ASSETS,NET CURRENT ASSETS 4197203 4093691,4093691,2014.0,£,./example_data_PDF/00477955.pdf
14,95.0,1.0,LIABILITIES,LIABILITIES 8407284 8461741,8407284,2015.0,£,./example_data_PDF/00477955.pdf
15,94.0,0.0,LIABILITIES,LIABILITIES 8407284 8461741,8461741,2014.0,£,./example_data_PDF/00477955.pdf
16,95.0,1.0,Amounts falling due after more than one year,year 14 1629 146 1806810,146,2015.0,£,./example_data_PDF/00477955.pdf
17,76.0,0.0,Amounts falling due after more than one year,year 14 1629 146 1806810,1806810,2014.0,£,./example_data_PDF/00477955.pdf
18,96.0,1.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 19 102814 133265,102814,2015.0,£,./example_data_PDF/00477955.pdf
19,96.0,0.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 19 102814 133265,133265,2014.0,£,./example_data_PDF/00477955.pdf
20,87.0,1.0,NET ASSETS,NET ASSETS 6675324 6521666,6675324,2015.0,£,./example_data_PDF/00477955.pdf
21,95.0,0.0,NET ASSETS,NET ASSETS 6675324 6521666,6521666,2014.0,£,./example_data_PDF/00477955.pdf
22,96.0,1.0,Called up share capital,Called up share capital 20 103000 103000,103000,2015.0,£,./example_data_PDF/00477955.pdf
23,93.0,0.0,Called up share capital,Called up share capital 20 103000 103000,103000,2014.0,£,./example_data_PDF/00477955.pdf
24,95.0,1.0,Revaluation reserve,Revaluation reserve 2 1047853 1063974,1047853,2015.0,£,./example_data_PDF/00477955.pdf
25,95.0,0.0,Revaluation reserve,Revaluation reserve 2 1047853 1063974,1063974,2014.0,£,./example_data_PDF/00477955.pdf
26,96.0,1.0,Capital redemption reserve,Capital redemption reserve 21 2 2,2,2015.0,£,./example_data_PDF/00477955.pdf
27,96.0,0.0,Capital redemption reserve,Capital redemption reserve 21 2 2,2,2014.0,£,./example_data_PDF/00477955.pdf
28,18.0,1.0,Retained earnings,Retained earnings 21 5524469 5354690,5524469,2015.0,£,./example_data_PDF/00477955.pdf
29,91.0,0.0,Retained earnings,Retained earnings 21 5524469 5354690,5354690,2014.0,£,./example_data_PDF/00477955.pdf
30,92.0,1.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 6675324 6521666,6675324,2015.0,£,./example_data_PDF/00477955.pdf
31,92.0,0.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 6675324 6521666,6521666,2014.0,£,./example_data_PDF/00477955.pdf
0,84.0,1.0,Company number,Company number 6005142 9,6005142,2016.0,£,./example_data_PDF/06005142.pdf
1,96.0,0.0,Company number,Company number 6005142 9,9,2015.0,£,./example_data_PDF/06005142.pdf
2,94.0,1.0,Investments,Investments 6  25019894,6,2016.0,£,./example_data_PDF/06005142.pdf
3,92.0,0.0,Investments,Investments 6  25019894,25019894,2015.0,£,./example_data_PDF/06005142.pdf
4,96.0,1.0,Debtors,Debtors 7 2 2808112,2,2016.0,£,./example_data_PDF/06005142.pdf
5,97.0,0.0,Debtors,Debtors 7 2 2808112,2808112,2015.0,£,./example_data_PDF/06005142.pdf
6,95.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 8  26589421,8,2016.0,£,./example_data_PDF/06005142.pdf
7,91.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 8  26589421,26589421,2015.0,£,./example_data_PDF/06005142.pdf
8,96.0,1.0,Net current assets liabilities,Net current assets liabilities 2 23780876,2,2016.0,£,./example_data_PDF/06005142.pdf
9,97.0,0.0,Net current assets liabilities,Net current assets liabilities 2 23780876,23780876,2015.0,£,./example_data_PDF/06005142.pdf
10,86.0,1.0,Net assets,Net assets 2 1239018,2,2016.0,£,./example_data_PDF/06005142.pdf
11,96.0,0.0,Net assets,Net assets 2 1239018,1239018,2015.0,£,./example_data_PDF/06005142.pdf
12,96.0,1.0,Calledup equity share capital,Calledup equity share capital 9 2 500043,2,2016.0,£,./example_data_PDF/06005142.pdf
13,97.0,0.0,Calledup equity share capital,Calledup equity share capital 9 2 500043,500043,2015.0,£,./example_data_PDF/06005142.pdf
14,91.0,1.0,Shareholders funds,Shareholders funds 2 1239018,2,2016.0,£,./example_data_PDF/06005142.pdf
15,96.0,0.0,Shareholders funds,Shareholders funds 2 1239018,1239018,2015.0,£,./example_data_PDF/06005142.pdf
0,89.0,1.0,Note,Note 7000 7000 7000 000,7000,2015.0,£7000,./example_data_PDF/02714555.pdf
1,40.0,0.0,Note,Note 7000 7000 7000 000,000,2014.0,£7000,./example_data_PDF/02714555.pdf
2,94.0,1.0,Tangible assets,Tangible assets 2585 2634,2585,2015.0,£7000,./example_data_PDF/02714555.pdf
3,96.0,0.0,Tangible assets,Tangible assets 2585 2634,2634,2014.0,£7000,./example_data_PDF/02714555.pdf
4,96.0,1.0,Investments,Investments 26 26,26,2015.0,£7000,./example_data_PDF/02714555.pdf
5,94.0,0.0,Investments,Investments 26 26,26,2014.0,£7000,./example_data_PDF/02714555.pdf
6,96.0,1.0,Debtors,Debtors 123627 117632,123627,2015.0,£7000,./example_data_PDF/02714555.pdf
7,95.0,0.0,Debtors,Debtors 123627 117632,117632,2014.0,£7000,./example_data_PDF/02714555.pdf
8,95.0,1.0,Cash at bank and in hand,Cash at bank and in hand 1591 738,1591,2015.0,£7000,./example_data_PDF/02714555.pdf
9,85.0,0.0,Cash at bank and in hand,Cash at bank and in hand 1591 738,738,2014.0,£7000,./example_data_PDF/02714555.pdf
10,96.0,1.0,CREDITORS amounts falling due within one year,within one year 74122 74062,74122,2015.0,£7000,./example_data_PDF/02714555.pdf
11,95.0,0.0,CREDITORS amounts falling due within one year,within one year 74122 74062,74062,2014.0,£7000,./example_data_PDF/02714555.pdf
12,95.0,1.0,NET CURRENT ASSETS,NET CURRENT ASSETS 51096 44308,51096,2015.0,£7000,./example_data_PDF/02714555.pdf
13,96.0,0.0,NET CURRENT ASSETS,NET CURRENT ASSETS 51096 44308,44308,2014.0,£7000,./example_data_PDF/02714555.pdf
14,96.0,1.0,LIABILITIES,LIABILITIES 53707 47205,53707,2015.0,£7000,./example_data_PDF/02714555.pdf
15,93.0,0.0,LIABILITIES,LIABILITIES 53707 47205,47205,2014.0,£7000,./example_data_PDF/02714555.pdf
16,96.0,1.0,CREDITORS amounts falling due greater than one year,CREDITORS amounts falling due greater than one year 161  260,161,2015.0,£7000,./example_data_PDF/02714555.pdf
17,47.0,0.0,CREDITORS amounts falling due greater than one year,CREDITORS amounts falling due greater than one year 161  260,260,2014.0,£7000,./example_data_PDF/02714555.pdf
18,95.0,1.0,NET ASSETS,NET ASSETS 53546 46945,53546,2015.0,£7000,./example_data_PDF/02714555.pdf
19,95.0,0.0,NET ASSETS,NET ASSETS 53546 46945,46945,2014.0,£7000,./example_data_PDF/02714555.pdf
20,96.0,1.0,Profit and loss account,Profit and loss account 1501 46945,1501,2015.0,£7000,./example_data_PDF/02714555.pdf
21,96.0,0.0,Profit and loss account,Profit and loss account 1501 46945,46945,2014.0,£7000,./example_data_PDF/02714555.pdf
22,95.0,1.0,Capital contribution reserve,Capital contribution reserve 17 52045,17,2015.0,£7000,./example_data_PDF/02714555.pdf
23,96.0,0.0,Capital contribution reserve,Capital contribution reserve 17 52045,52045,2014.0,£7000,./example_data_PDF/02714555.pdf
24,8.0,1.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 53546 46945,53546,2015.0,£7000,./example_data_PDF/02714555.pdf
25,96.0,0.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 53546 46945,46945,2014.0,£7000,./example_data_PDF/02714555.pdf
0,96.0,1.0,Tangible assets,Tangible assets 9 74924 63907,74924,2016.0,£7000,./example_data_PDF/02245999.pdf
1,92.0,0.0,Tangible assets,Tangible assets 9 74924 63907,63907,2015.0,£7000,./example_data_PDF/02245999.pdf
2,96.0,1.0,Stocks    Debtors .    Cash at bank and in hand een,Stocks 10 20463 19562 Debtors . 11 18972 17147 Cash at bank and in hand een 28748 22033,28748,2016.0,£7000,./example_data_PDF/02245999.pdf
3,96.0,0.0,Stocks    Debtors .    Cash at bank and in hand een,Stocks 10 20463 19562 Debtors . 11 18972 17147 Cash at bank and in hand een 28748 22033,22033,2015.0,£7000,./example_data_PDF/02245999.pdf
4,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 12 54874 44924,54874,2016.0,£7000,./example_data_PDF/02245999.pdf
5,95.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 12 54874 44924,44924,2015.0,£7000,./example_data_PDF/02245999.pdf
6,96.0,1.0,Net current assets,Net current assets 13309 13818,13309,2016.0,£7000,./example_data_PDF/02245999.pdf
7,96.0,0.0,Net current assets,Net current assets 13309 13818,13818,2015.0,£7000,./example_data_PDF/02245999.pdf
8,93.0,1.0,Total assets less current liabilities,Total assets less current liabilities 88233 77725,88233,2016.0,£7000,./example_data_PDF/02245999.pdf
9,95.0,0.0,Total assets less current liabilities,Total assets less current liabilities 88233 77725,77725,2015.0,£7000,./example_data_PDF/02245999.pdf
10,88.0,1.0,Net assets,Net assets 88233 77697,88233,2016.0,£7000,./example_data_PDF/02245999.pdf
11,95.0,0.0,Net assets,Net assets 88233 77697,77697,2015.0,£7000,./example_data_PDF/02245999.pdf
12,96.0,1.0,Called up share capital,Called up share capital 15 76000 76000,76000,2016.0,£7000,./example_data_PDF/02245999.pdf
13,96.0,0.0,Called up share capital,Called up share capital 15 76000 76000,76000,2015.0,£7000,./example_data_PDF/02245999.pdf
14,96.0,1.0,Profit and loss account,Profit and loss account 12233 1697,12233,2016.0,£7000,./example_data_PDF/02245999.pdf
15,95.0,0.0,Profit and loss account,Profit and loss account 12233 1697,1697,2015.0,£7000,./example_data_PDF/02245999.pdf
16,88.0,1.0,Shareholders funds,Shareholders funds 88233 77697,88233,2016.0,£7000,./example_data_PDF/02245999.pdf
17,92.0,0.0,Shareholders funds,Shareholders funds 88233 77697,77697,2015.0,£7000,./example_data_PDF/02245999.pdf
0,96.0,1.0,Note  .,Note 2016 . 2016 2015 2015,2015,2016.0,£m,./example_data_PDF/00553535.pdf
1,96.0,0.0,Note  .,Note 2016 . 2016 2015 2015,2015,2015.0,£m,./example_data_PDF/00553535.pdf
2,96.0,1.0,Tangible assets il,Tangible assets il 43 28,43,2016.0,£m,./example_data_PDF/00553535.pdf
3,96.0,0.0,Tangible assets il,Tangible assets il 43 28,28,2015.0,£m,./example_data_PDF/00553535.pdf
4,96.0,1.0,Investments,Investments 12 8  8,8,2016.0,£m,./example_data_PDF/00553535.pdf
5,0.0,0.0,Investments,Investments 12 8  8,8,2015.0,£m,./example_data_PDF/00553535.pdf
6,96.0,1.0,.,. 1 36,1,2016.0,£m,./example_data_PDF/00553535.pdf
7,80.0,0.0,.,. 1 36,36,2015.0,£m,./example_data_PDF/00553535.pdf
8,96.0,1.0,Stocks,Stocks 13 39 26,39,2016.0,£m,./example_data_PDF/00553535.pdf
9,96.0,0.0,Stocks,Stocks 13 39 26,26,2015.0,£m,./example_data_PDF/00553535.pdf
10,96.0,1.0,Debtors amounts falling due within one year,Debtors amounts falling due within one year 14 85 64,85,2016.0,£m,./example_data_PDF/00553535.pdf
11,96.0,0.0,Debtors amounts falling due within one year,Debtors amounts falling due within one year 14 85 64,64,2015.0,£m,./example_data_PDF/00553535.pdf
12,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 46 32,46,2016.0,£m,./example_data_PDF/00553535.pdf
13,95.0,0.0,Cash at bank and in hand,Cash at bank and in hand 46 32,32,2015.0,£m,./example_data_PDF/00553535.pdf
14,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 15 79 68,79,2016.0,£m,./example_data_PDF/00553535.pdf
15,96.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 15 79 68,68,2015.0,£m,./example_data_PDF/00553535.pdf
16,96.0,1.0,Net current assets,Net current assets 91 54,91,2016.0,£m,./example_data_PDF/00553535.pdf
17,95.0,0.0,Net current assets,Net current assets 91 54,54,2015.0,£m,./example_data_PDF/00553535.pdf
18,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 142 90,142,2016.0,£m,./example_data_PDF/00553535.pdf
19,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 142 90,90,2015.0,£m,./example_data_PDF/00553535.pdf
20,84.0,1.0,Net assets excluding pension liabilities,Net assets excluding pension liabilities  120 79,120,2016.0,£m,./example_data_PDF/00553535.pdf
21,96.0,0.0,Net assets excluding pension liabilities,Net assets excluding pension liabilities  120 79,79,2015.0,£m,./example_data_PDF/00553535.pdf
22,96.0,1.0,.,.  110 67,110,2016.0,£m,./example_data_PDF/00553535.pdf
23,96.0,0.0,.,.  110 67,67,2015.0,£m,./example_data_PDF/00553535.pdf
24,96.0,1.0,Net assets including pension liabilities .,Net assets including pension liabilities .  10 12,10,2016.0,£m,./example_data_PDF/00553535.pdf
25,96.0,0.0,Net assets including pension liabilities .,Net assets including pension liabilities .  10 12,12,2015.0,£m,./example_data_PDF/00553535.pdf
0,88.0,1.0,Goodwill,Goodwill 13 1417 1417,1417,2016.0,£000,./example_data_PDF/02582534.pdf
1,93.0,0.0,Goodwill,Goodwill 13 1417 1417,1417,2015.0,£000,./example_data_PDF/02582534.pdf
2,95.0,1.0,Tangible assets,Tangible assets 14 3944 898,3944,2016.0,£000,./example_data_PDF/02582534.pdf
3,96.0,0.0,Tangible assets,Tangible assets 14 3944 898,898,2015.0,£000,./example_data_PDF/02582534.pdf
4,93.0,1.0,Debtors  amounts falling due within one year,Debtors  amounts falling due within one year 15 44099 31949,44099,2016.0,£000,./example_data_PDF/02582534.pdf
5,95.0,0.0,Debtors  amounts falling due within one year,Debtors  amounts falling due within one year 15 44099 31949,31949,2015.0,£000,./example_data_PDF/02582534.pdf
6,93.0,1.0,Cash at bank,Cash at bank 73151 46581,73151,2016.0,£000,./example_data_PDF/02582534.pdf
7,78.0,0.0,Cash at bank,Cash at bank 73151 46581,46581,2015.0,£000,./example_data_PDF/02582534.pdf
8,96.0,1.0,Trade and other payables,Trade and other payables 16 46022 21194,46022,2016.0,£000,./example_data_PDF/02582534.pdf
9,96.0,0.0,Trade and other payables,Trade and other payables 16 46022 21194,21194,2015.0,£000,./example_data_PDF/02582534.pdf
10,83.0,1.0,Loans and borrowings,Loans and borrowings 16 19595 9438,19595,2016.0,£000,./example_data_PDF/02582534.pdf
11,92.0,0.0,Loans and borrowings,Loans and borrowings 16 19595 9438,9438,2015.0,£000,./example_data_PDF/02582534.pdf
12,94.0,1.0,Net current assets,Net current assets 1633 47898,1633,2016.0,£000,./example_data_PDF/02582534.pdf
13,78.0,0.0,Net current assets,Net current assets 1633 47898,47898,2015.0,£000,./example_data_PDF/02582534.pdf
14,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 56994 50213,56994,2016.0,£000,./example_data_PDF/02582534.pdf
15,95.0,0.0,Total assets less current liabilities,Total assets less current liabilities 56994 50213,50213,2015.0,£000,./example_data_PDF/02582534.pdf
16,90.0,1.0,Provisions for liabilities and charges,Provisions for liabilities and charges 28 181,28,2016.0,£000,./example_data_PDF/02582534.pdf
17,96.0,0.0,Provisions for liabilities and charges,Provisions for liabilities and charges 28 181,181,2015.0,£000,./example_data_PDF/02582534.pdf
18,96.0,1.0,Called up share capital,Called up share capital 21 5500 5500,5500,2016.0,£000,./example_data_PDF/02582534.pdf
19,96.0,0.0,Called up share capital,Called up share capital 21 5500 5500,5500,2015.0,£000,./example_data_PDF/02582534.pdf
20,96.0,1.0,Share premium account,Share premium account 22 16500 16500,16500,2016.0,£000,./example_data_PDF/02582534.pdf
21,96.0,0.0,Share premium account,Share premium account 22 16500 16500,16500,2015.0,£000,./example_data_PDF/02582534.pdf
22,93.0,1.0,Profit and loss account,Profit and loss account 22 31228 24394,31228,2016.0,£000,./example_data_PDF/02582534.pdf
23,96.0,0.0,Profit and loss account,Profit and loss account 22 31228 24394,24394,2015.0,£000,./example_data_PDF/02582534.pdf
24,96.0,1.0,Equity reserve,Equity reserve 22 3738 3638,3738,2016.0,£000,./example_data_PDF/02582534.pdf
25,96.0,0.0,Equity reserve,Equity reserve 22 3738 3638,3638,2015.0,£000,./example_data_PDF/02582534.pdf
26,71.0,1.0,Equity shareholders funds,Equity shareholders funds 22 56966 50032,56966,2016.0,£000,./example_data_PDF/02582534.pdf
27,96.0,0.0,Equity shareholders funds,Equity shareholders funds 22 56966 50032,50032,2015.0,£000,./example_data_PDF/02582534.pdf
0,9.0,1.0,Notes,Notes 000 000 000 000,000,2016.0,£°000,./example_data_PDF/3387163.pdf
1,24.0,0.0,Notes,Notes 000 000 000 000,000,2015.0,£°000,./example_data_PDF/3387163.pdf
2,96.0,1.0,Goodwill Intangible assets Tangible assets ow oO,Goodwill Intangible assets Tangible assets ow oO 54917 5371 437 58778 3499 476,3499,2016.0,£°000,./example_data_PDF/3387163.pdf
3,96.0,0.0,Goodwill Intangible assets Tangible assets ow oO,Goodwill Intangible assets Tangible assets ow oO 54917 5371 437 58778 3499 476,476,2015.0,£°000,./example_data_PDF/3387163.pdf
4,92.0,1.0,Stocks,Stocks 11 1,11,2016.0,£°000,./example_data_PDF/3387163.pdf
5,76.0,0.0,Stocks,Stocks 11 1,1,2015.0,£°000,./example_data_PDF/3387163.pdf
6,96.0,1.0,Debtors,Debtors 12 154261 131843,154261,2016.0,£°000,./example_data_PDF/3387163.pdf
7,94.0,0.0,Debtors,Debtors 12 154261 131843,131843,2015.0,£°000,./example_data_PDF/3387163.pdf
8,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 6703 5812,6703,2016.0,£°000,./example_data_PDF/3387163.pdf
9,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 6703 5812,5812,2015.0,£°000,./example_data_PDF/3387163.pdf
10,95.0,1.0,Creditors amounts falling due within one year  Ww,one year  Ww 18989 18084,18989,2016.0,£°000,./example_data_PDF/3387163.pdf
11,96.0,0.0,Creditors amounts falling due within one year  Ww,one year  Ww 18989 18084,18084,2015.0,£°000,./example_data_PDF/3387163.pdf
12,94.0,1.0,Net current assets,Net current assets 141975 119572,141975,2016.0,£°000,./example_data_PDF/3387163.pdf
13,96.0,0.0,Net current assets,Net current assets 141975 119572,119572,2015.0,£°000,./example_data_PDF/3387163.pdf
14,94.0,1.0,Total assets less current liabilities,Total assets less current liabilities 202700 182325,202700,2016.0,£°000,./example_data_PDF/3387163.pdf
15,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 202700 182325,182325,2015.0,£°000,./example_data_PDF/3387163.pdf
16,96.0,1.0,Provisions for liabilities,Provisions for liabilities 14 1511 1074,1511,2016.0,£°000,./example_data_PDF/3387163.pdf
17,94.0,0.0,Provisions for liabilities,Provisions for liabilities 14 1511 1074,1074,2015.0,£°000,./example_data_PDF/3387163.pdf
18,96.0,1.0,Net assets,Net assets 201189 181251,201189,2016.0,£°000,./example_data_PDF/3387163.pdf
19,93.0,0.0,Net assets,Net assets 201189 181251,181251,2015.0,£°000,./example_data_PDF/3387163.pdf
20,96.0,1.0,Capital and reserves Called up share capital,Capital and reserves Called up share capital 15 190000 190000,190000,2016.0,£°000,./example_data_PDF/3387163.pdf
21,95.0,0.0,Capital and reserves Called up share capital,Capital and reserves Called up share capital 15 190000 190000,190000,2015.0,£°000,./example_data_PDF/3387163.pdf
22,95.0,1.0,Profit and loss account,Profit and loss account 16555 1612,16555,2016.0,£°000,./example_data_PDF/3387163.pdf
23,94.0,0.0,Profit and loss account,Profit and loss account 16555 1612,1612,2015.0,£°000,./example_data_PDF/3387163.pdf
24,96.0,1.0,Foreign exchange reserve,Foreign exchange reserve 5366 7137,5366,2016.0,£°000,./example_data_PDF/3387163.pdf
25,96.0,0.0,Foreign exchange reserve,Foreign exchange reserve 5366 7137,7137,2015.0,£°000,./example_data_PDF/3387163.pdf
26,94.0,1.0,Total shareholders funds,Total shareholders funds 201189 181251,201189,2016.0,£°000,./example_data_PDF/3387163.pdf
27,96.0,0.0,Total shareholders funds,Total shareholders funds 201189 181251,181251,2015.0,£°000,./example_data_PDF/3387163.pdf
0,96.0,1.0,Notes,Notes 2016 2015,2016,2016.0,£000,./example_data_PDF/04860660.pdf
1,96.0,0.0,Notes,Notes 2016 2015,2015,2015.0,£000,./example_data_PDF/04860660.pdf
2,96.0,1.0,Intangible assets dl,Intangible assets dl 592 4,592,2016.0,£000,./example_data_PDF/04860660.pdf
3,95.0,0.0,Intangible assets dl,Intangible assets dl 592 4,4,2015.0,£000,./example_data_PDF/04860660.pdf
4,96.0,1.0,Tangible assets,Tangible assets 12 7618 4345,7618,2016.0,£000,./example_data_PDF/04860660.pdf
5,96.0,0.0,Tangible assets,Tangible assets 12 7618 4345,4345,2015.0,£000,./example_data_PDF/04860660.pdf
6,96.0,1.0,Stocks,Stocks 3490 3169,3490,2016.0,£000,./example_data_PDF/04860660.pdf
7,93.0,0.0,Stocks,Stocks 3490 3169,3169,2015.0,£000,./example_data_PDF/04860660.pdf
8,96.0,1.0,Debtors,Debtors 13 73007 68790,73007,2016.0,£000,./example_data_PDF/04860660.pdf
9,94.0,0.0,Debtors,Debtors 13 73007 68790,68790,2015.0,£000,./example_data_PDF/04860660.pdf
10,96.0,1.0,Cash at bank,Cash at bank 242794 191883,242794,2016.0,£000,./example_data_PDF/04860660.pdf
11,92.0,0.0,Cash at bank,Cash at bank 242794 191883,191883,2015.0,£000,./example_data_PDF/04860660.pdf
12,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 14 258752 201745,258752,2016.0,£000,./example_data_PDF/04860660.pdf
13,96.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 14 258752 201745,201745,2015.0,£000,./example_data_PDF/04860660.pdf
14,96.0,1.0,Net current assets,Net current assets 60539 62097,60539,2016.0,£000,./example_data_PDF/04860660.pdf
15,96.0,0.0,Net current assets,Net current assets 60539 62097,62097,2015.0,£000,./example_data_PDF/04860660.pdf
16,91.0,1.0,Total assets less current liabilities,Total assets less current liabilities 68749 66446,68749,2016.0,£000,./example_data_PDF/04860660.pdf
17,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 68749 66446,66446,2015.0,£000,./example_data_PDF/04860660.pdf
18,96.0,1.0,Creditors amounts falling due after more than one year IS,Creditors amounts falling due after more than one year IS 1760 76,1760,2016.0,£000,./example_data_PDF/04860660.pdf
19,96.0,0.0,Creditors amounts falling due after more than one year IS,Creditors amounts falling due after more than one year IS 1760 76,76,2015.0,£000,./example_data_PDF/04860660.pdf
20,96.0,1.0,Provisions for liabilities,Provisions for liabilities 16 16064 20299,16064,2016.0,£000,./example_data_PDF/04860660.pdf
21,96.0,0.0,Provisions for liabilities,Provisions for liabilities 16 16064 20299,20299,2015.0,£000,./example_data_PDF/04860660.pdf
