variable,value,record
nameparententity,The company was under the control of J A H Palmer throughout the year.,1
nameparententity,The company was under the control of J D Allen during the period by virtue of his shareholding.,1
nameparententity,The company was under the control of J W Deeming throughout the financial year. Mr Deeming is the company's director and he holds 100% of it's issued share capital.,1
nameparententity,"The company was under the control of John Anthony Sutton, Director who was also a shareholder throughout the period.",1
nameparententity,"The company was under the control of Messrs P Dunn, M J Ross, A Collins and R Franklin who between them owned the entire issued share capital throughout the whole of the current and previous financial periods.",1
nameparententity,"The company was under the control of Miss Christina Ustinov, director and  shareholder of the company thoughtout the year.",1
nameparententity,"The company was under the control of Mr B Bridges and Mr G Bridges throughout the current, who equally own 100% of the issued share capital.",1
nameparententity,The company was under the control of Mr Dave Bradford throughout the current period. Mr Bradford is  the managing director and majority shareholder.,1
nameparententity,The company was under the control of Mr G Basra throughout the current and previous years. ,1
nameparententity,The company was under the control of Mr G Taylor and Mrs V Taylor by virtue of them owning the majority of the issued share capital.,1
nameparententity,The company was under the control of Mr M Arora throughout the current and previous years.  Mr M Arora is the managing director and shareholder.,1
nameparententity,"The company was under the control of Mr M S Thomas and Mr J Thomas, both directors, throughout the current, who equally own 66.67% of the issued share capital.",1
nameparententity,"The company was under the control of Mr M Sewhani and Mr A Sewhani, directors and  shareholders of the company thoughtout the year.",1
nameparententity,The company was under the control of Mr M throughout this current year by virtue of his shareholding.,1
nameparententity,"The company was under the control of Mr R L Shah, Mr D Shah, Mrs J Shah, 
 and Mrs M D Shah throughout the period.",1
nameparententity,The company was under the control of Mr S Byrne and Mr K Murray-Myers throughout the current and previous financial year.  Mr S Byrne and Mr K Murray-Myers are the directors and majority shareholders.,1
nameparententity,"The company was under the control of Mr Thierry Camier, throughout the year.",1
nameparententity,The company was under the control of Mr and Mrs R J Mills throughout the period. Mr and Mrs Mills are the company's directors and they hold 100% of its issued share capital.,1
nameparententity,The company was under the control of Mr. Fereday who is acting managing director and only shareholder in the company,1
nameparententity,The company was under the control of Mr. Threadgold who is both managing director and shareholder,1
nameparententity,"The company was under the control of Mrs J M Taylor and her family throughout the whole of the current and previous financial periods, by virtue of their ownership of 99% of the issued share capital in both periods. ",1
nameparententity,The company was under the control of Mrs T L Clarke throughout the current and previous year. Mrs T L Clarke is the managing director and majority shareholder.,1
nameparententity,"The company was under the control of Ms Hamasa Kohdamani, a director and shareholder , throughout the year.",1
nameparententity,"The company was under the control of Nirav Khiroya, throughout the current year.",1
nameparententity,The company was under the control of its director who was also the shareholder throughout the year.,1
nameparententity,The company was under the control of its directors through out the year.,1
nameparententity,The company was under the control of its directors who were also shareholders throughout the period.,1
nameparententity,"The company was under the control of the Director, Mr Christian Taylor, throughout the year by virtue of him owning all the issued share capital.",1
nameparententity,The company was under the control of the board of directors as majority shareholders.,1
nameparententity,The company was under the control of the director A Fairley.,1
nameparententity,"The company was under the control of the director Mr S Avis throughout the current and previous year by virtue of his majority shareholding. During the year Dividends were paid to the director - Mr S Avis, totalling £5,000 (2016: £5,000). At the year end £11,157 (2016: £15,364) was owed to the Director - Mr S Avis.",1
nameparententity,"The company was under the control of the director and shareholder, Mr Ali Fraidoon Kader and Ms Naz Baban, during the current and previous period.",1
nameparententity,"The company was under the control of the director and shareholder, Mr Manouchehr Djanfada, during the period.",1
nameparententity,"The company was under the control of the director and shareholder, Ms Sana Bekki, during the current period.",1
nameparententity,The company was under the control of the director during the year.,1
nameparententity,The company was under the control of the director throughout the period under review.,3
nameparententity,The company was under the control of the director who was also a shareholder throughout the year.,1
nameparententity,"The company was under the control of the director, Mr James Fowler, throughout the year.",1
nameparententity,The company was under the control of the director.,2
nameparententity,"The company was under the control of the directors and shareholders, Mr Farry Khanzadeh and Mrs Mahin Khanzadeh, during the current and previous period.",1
nameparententity,"The company was under the control of the directors and shareholders, Mr Jason West and Mrs Helen Elizabeth West, during the current and previous period.",1
nameparententity,The company was under the control of the directors throughout the year.,1
nameparententity,The company was under the control of the directors throughout the year. The directors own the  majority of the issued share capital of the company.,1
nameparententity,The company was under the control of the directors.,1
nameparententity,"The company was under the control of the sole director and shareholder, Mr J P Raven, throughout the current and previous year.",1
nameparententity,The company was under the joint control of Mr A Beveridge and Miss S Mooney throughout the current year and the previous year by virtue of their shareholding.,1
nameparententity,The company was under the sole control of Karen Bloomfield through the period.,1
nameparententity,The company was under the ultimate control of its director by virtue of his ownership of the company’s entire issued share capital.,2
nameparententity,"The company which is a subsidiary of Moorhayes Estates Limited, a company controlled by R V Howett, considers him to be the controlling party.",1
nameparententity,"The company&apos;s parent company is Europe Incoming Holdings Limited whose registered office is 166 College Road, Harrow, Middlesex, HA1 1RA.",1
nameparententity,"The company's controlling party are the directors, B T McCreery and Mrs J McCreery who each own 47.5% of the issued share capital.",1
nameparententity,"The company's controlling party is Actreg (UK) Limited, which owns 100% of the issued share capital.",1
nameparententity,The company's controlling party is Lev Buzuluckov who owns 100% of the issued share capital.,1
nameparententity,The company's controlling party is Mr I Gole.,1
nameparententity,The company's controlling party was Ideal Host Ltd which owned 100% of the issued share capital.,1
nameparententity,"The company's controlling party was the director, W P L Roe, who owns 100% of the issued share capital.",1
nameparententity,"The company's parent and ultimate parent company is Premier Sports Holdings Plc, a company registered in England and Wales. Premier Sports Holdings Plc has no single controlling party. ",1
nameparententity,"The company's parent company is Evenstore Limited. Its registered office is 12 Berkeley Square House, Berkeley Square, London, W1J 6BS",1
nameparententity,"The company's parent company is Woods Letting and Property Management Ltd, a company incorporated in England and Wales whose registered office is at 2 Newton Road, Kingsteignton, TQ12 3AJ.",1
nameparententity,"The company's parent undertaking and its ultimate controlling party is Wesley Ltd, a company incorporated in Guernsey.",1
nameparententity,"The company's parent undertaking and ultimate controlling party is Push Energy Limited, which holds its registered office and has its principal place of business at 1 & 2 Tollgate Business Park, Tollgate West, Stanway, Colchester, Essex CO3 8AB, UK.",1
nameparententity,"The company's parent undertaking is Allied Care Ltd and it's ultimate controlling party is Wesley Ltd, a company incorporated in Guernsey.",1
nameparententity,"The company's parent undertaking is Proximo Holdings Limited, whose registered office is:Park HouseChantry CourtSovereign WayChesterCH1 4QN",1
nameparententity,The company's shares are owned 75% by the director.,1
nameparententity,The company's ultimate controlling party is M de Vere Drummond by virtue of his controlling interest in the company.,1
nameparententity,The company's ultimate controlling party is Mr. Sergiu Constantin Costea by virtue of his ownership of 100% of the issued share capital in the company.,1
nameparententity,"The company's ultimate holding company is Thamesford Hotels Limited, which is incorporated in the United Kingdom.",1
nameparententity,"The company's ultimate parent company is Concept Nutrition Limited registered at Lune Bank, School Lane, Pilling, Lancashire, England, PR3 6AA.",1
nameparententity,"The company's ultimate parent company is PMJ Partners Ltd, a company registered in England and Wales which owns 100% of the company's issued share capital.",1
nameparententity,"The company's ultimate parent undertaking is Ivory Printers (Holdings) Limited, a company registered in theUnited Kingdom.",1
nameparententity,The compnay is under the control of no one individual.,1
nameparententity,The conrolling parties are the two directors who are the sole shareholders.,1
nameparententity,"The controlling and ultimate controlling party of the company is Mr R D Peyer, the company's sole director.",1
nameparententity,The controlling interest is held between the directors.,1
nameparententity,The controlling interest is held by solely by the director.,1
nameparententity,The controlling interest is held by the director.,1
nameparententity,"The controlling parties are A Taylor and C Taylor, by way of shareholding.",1
nameparententity,The controlling parties are Allan and Gloria Macdonald who each own 50% of the issued share capital of the company.,1
nameparententity,The controlling parties are E McCullagh and his immediate family.,1
nameparententity,The controlling parties are J Soteriou and S Soteriou by virtue of their equal ownership of 100% of the issued share capital in the company.,1
nameparententity,The controlling parties are Mr Ian Pearce and Mrs Jamaine Pearce by virtue of their shareholding.,1
nameparententity,The controlling parties are the Directors.,1
nameparententity,"The controlling party are the director, Mr S Ellis & his brothers. Mr S Ellis holds 35 % of the shares in the company with his brothers holding the other 65 % of shares in the company.",1
nameparententity,The controlling party are the directors by virtue of their ownership of 100% of the issued share capital of the company.,1
nameparententity,The controlling party in Mr M Lupson. ,1
nameparententity,The controlling party is B L C Joseph.,1
nameparententity,The controlling party is Craig McFarlane who owns 100% of the issued share capital of the company.,1
nameparententity,The controlling party is G K Carrington,1
nameparententity,The controlling party is J Bradley being the sole director and a majority shareholder.,1
nameparententity,The controlling party is J Karalus.,1
nameparententity,"The controlling party is J Wilson, the company director.",1
nameparententity,The controlling party is JG Short Esq by virtue of his holding of the majority of the company's issued share capital.,1
nameparententity,"The controlling party is James Goody, the director.",1
nameparententity,The controlling party is L Balmford being the sole director and shareholder.,1
nameparententity,The controlling party is Mr Ajaz Akhtar Mirza by virtue of his ownership of 100% of the issued ordinary share capital in the company.,1
nameparententity,The controlling party is Mr Ali Javanmardy by virtue of his ownership of 100% ,1
nameparententity,The controlling party is Mr James Michael by virtue of his ownership of 100% of the issued ordinary share capital of the company.,1
nameparententity,"The controlling party is Mr M Farrell, director and shareholder. ",1
nameparententity,"The controlling party is Mr N Goodman, the sole director, by virtue of his ownership of 100% of the company's issued share capital.",1
nameparententity,The controlling party is Mr Philip Alldritt by virtue of his 100% share holding in the company.,1
nameparententity,"The controlling party is Mr S Clark, director and shareholder.",1
nameparententity,"The controlling party is Mr SK Bulla, director and shareholder.",1
nameparententity,The controlling party is Mr. A Egger.,1
nameparententity,The controlling party is Mr. N. Cappelaere.,1
nameparententity,"The controlling party is Mr. Vasilios Katsarides by virtue of his ownership, together with associates,  of 100% of the issued ordinary share capital in the company.",1
nameparententity,The controlling party is Mrs S Traynor by virtue with her directorship and shareholding in the company.,1
nameparententity,The controlling party is Nick Vasiliu Parry by virtue of his ownership of 100% of the issued ordinary share capital in the company.,1
nameparententity,The controlling party is P A Roome by virtue of his ownership of 51.1% of the issued ordinary share capital in the company.,1
nameparententity,The controlling party is P Cope.,1
nameparententity,"The controlling party is SW Gallagher, by way of his shareholding.",1
nameparententity,The controlling party is Stewart Campbell who owns 90% of the issued share capital of the company.,1
nameparententity,"The controlling party is Theori Housing Management Services Ltd, a company registered in England with registered office at 840a-842a High Road, London, E10 6AE. ",1
nameparententity,The controlling party is considered to be Mr P Bennett who owns 48% of the issued share capital.,1
nameparententity,The controlling party is the director C Pitcher.,1
nameparententity,"The controlling party is the director Mr. A.H. John, together with members of his close family, by virtue of a controlling interest in 100% of the issued share capital.",1
nameparententity,"The controlling party is the director and shareholder, A A Ansley.",1
nameparententity,The controlling party is the director and shareholder.,2
nameparententity,"The controlling party of the company is the Directir, C Gamblin, as he owns 100% of the share capital.",1
nameparententity,The controlling party was Mr Deniz Hancili by virtue of his ownership of 100% of the issued ordinary share capital of the company.,1
nameparententity,"The controlling party, with 100% of the shares, is Bizzoshare BV",1
nameparententity,The director Hugh Rycroft holds 100% of the issued share capital and is deemed the ultimate controlling party.,1
nameparententity,The director J Williams is the controlling party.,1
nameparententity,The director Mr R T Quick owns 100% of the issued share capital.,1
nameparententity,"The director Mrs Jolanta Swirski is the ultimate controlling party, by virtue of her ownership of 55% of the share capital. Her husband and co director, Mr Leszek Swirski, owns the remainder.",1
nameparententity,The director Ms K Brennan holds 100% of the share capital of the company.,1
nameparententity,The director Patrick Viopon holds 100% of the issued share capital and is deemed the ultimate controlling party.,1
nameparententity,The director and his spouse own all of the share capital of the company.,1
nameparententity,The director and his wife own 100% of the issued share capital and thereby control the company.,1
nameparententity,"The director and sole shareholder, Mrs R F Ware, is the ultimate controlling party.",1
nameparententity,The director control the company by virtue of a controlling interest of 100% (directly or indirectly) of the issued ordinary share capital.,1
nameparententity,The director controls the company as he owns 100% of the issued called up share capital.,1
nameparententity,The director controls the company.,2
nameparententity,The director controls thwe company by virtue of his shareholding.,1
nameparententity,The director has ultimate control by virtue of his shareholding,2
nameparententity,The director is the controlling party  ,1
nameparententity,The director is the controlling party by virtue of her 100% shareholding in the issued share capital of the company.,1
nameparententity,The director is the controlling party by virtue of his ownership of the company's issued share capital.,1
nameparententity,The director is the controlling party.,1
nameparententity,The director is the ulimate controlling party.,1
nameparententity,The director is the ultimate controlling party,1
nameparententity,The director is the ultimate controlling party by virtue of his 100% ownership of the issued share capital of the company.,4
nameparententity,The director is the ultimate controlling party by virtue of his 100% shareholding in the company.,1
nameparententity,The director is the ultimate controlling party.,5
nameparententity,The director owns 100% of the share capital.,1
nameparententity,"The director, Gurwinder Singh, held a 100% beneficial interest in the share capital of the company.",1
nameparententity,"The director, J J Allen holds directly or indirectly more than 25% but not more than 50% of the shares in the company.",1
nameparententity,"The director, Mohammed Arshad, held a 100% beneficial interest in the share capital of the company.",1
nameparententity,"The director, Mr T Thomson is the ultimate controlling party by way of his owning 100% of the shares in issue.",1
nameparententity,"The director, Mrs L. C. Orton, controls the company by virtue of owning 100% of the issued share capital.",1
nameparententity,"The director, Paul Harvey has a 100% controlling interest in the company",1
nameparententity,The directors  ,1
nameparententity,"The directors A Alexandrou and G Leonidas hold 40% of the company each directly.  The remaining 20% of shares is held by Southern Territory UK Limited, a company in which A Alexandrou is a director and controlling shareholder.",1
nameparententity,The directors Mr S Juma and Mr M Juma have ultimate controlling interest of the company.,1
nameparententity,"The directors and shareholders, Mr S Gibson and Ms S Friswell, are the ulimate controlling party. ",1
nameparententity,The directors are Mr Gavin Jenkins and Mrs Clare Jenkins with each owning 50% of the share capital.,1
nameparententity,The directors are considered to be the ultimate controlling party by virtue of their ability to act in concert in respect of the operational and financial policies of the company.,3
nameparententity,The directors are considered to be the ultimate controlling party by virtue of their ability to act in concert in respect of the operational and financial policies of the company.  ,1
nameparententity,The directors are of the opinion that there is no one controlling party.,1
nameparententity,The directors are the ultimate controlling party and hold 100% of the issued share capital of the company.,1
nameparententity,The directors are the ultimate controlling party.,3
nameparententity,"The directors are viewed as the ultimate controlling party by virtue of their ownership of the class A shares issued during the year, which hold 100% voting rights.",1
nameparententity,The directors consider Mr D Bow to be the controlling party by virtue of his shareholding and directorship.,1
nameparententity,The directors consider the Ultimate Holding Company to be Beckwith (Sussex) Holdings Limited.,1
nameparententity,The directors consider there is no ultimate controlling party.,1
nameparententity,The directors consider there to be no one controlling party and the company is under the joint control of its directors and shareholders.  ,1
nameparententity,The directors control the company by virtue of their shareholding.,1
nameparententity,The directors control the company by way of their shareholding.,1
nameparententity,The directors control the company.,4
nameparententity,"The directors do not consider that any person or group of persons acting in concert has a controlling stake, and accordingly there is no ultimate controlling party.",1
nameparententity,The directors has total controlling interest of the company.,1
nameparententity,The directors hold 75% of the shares in the company.,1
nameparententity,The directors jointly have full control of the company by virtue of their 100% shareholding.,1
nameparententity,The directors of the company are also the shareholders.,1
nameparententity,"The directors of the company are the ultimate controlling party as, acting jointly, they own 64% of the issued share capital.",1
nameparententity,The directors of the company controls the company by virtue of Holding 100% of the issued ordinary share capital ,1
nameparententity,The directors' are the ultimate controlling party.,1
nameparententity,The directors' have overall control by virtue of majority shareholding.,1
nameparententity,The immediate and ultimate controlling party is Europa Medical Holdings Limited,1
nameparententity,"The immediate and ultimate parent company is Draw Holdings Limited, a company incorporated in the United Kingdom and registered in England and Wales.  On the grounds that its group is small Draw Holdings Limited does not prepare consolidated financial statements.  The holding company's controlling parties are the Directors with no overall control. The registered Office of Draw Holdings Limited is:",1
nameparententity,"The immediate and ultimate parent company is Scotgold Resources Limited, a company incorporated in Australia. Group financial statements are available from the parent company’s website www.scotgoldresources.com.au.",1
nameparententity,The immediate controlling party is J P & M Holdings Ltd. The ultimate controlling party is Mrs H Michael by virtue of her shareholding in the parent company.,1
nameparententity,The immediate controlling party is Kanui Holdings SA. The ultimate controlling party is Daniela Semeraro.,1
nameparententity,"The immediate controlling party of the company is Mr M Hatt. However, Hattkane Properties Limited (Incorporated in England & Wales) is regarded by the directors as being the company's ultimate parent company.",1
nameparententity,"The immediate parent company is CUT Nuclear s.r.l, a company incorporated in Italy.There is no ultimate parent company.",1
nameparententity,"The immediate parent of the company is Kela Laboratoria NV a company incorporated in Belgium,which owns 100% of the issued share capital.",1
nameparententity,"The immediate parent of the company is Sano Holdings Limited, a company incorporated in England and Wales. There is not considered to be one ultimate controlling party.",1
nameparententity,The majority shareholder is Mr P L Jackson,1
nameparententity,"The parent company and ultimate controlling party is Circa Group Pty Limited which is incorporated inAustralia. The results of the company are consolidated in the group accounts of the parent company's financialstatements. Copies of the parent company's financial statements may be obtained from the Secretary of CircaGroup Pty Limited, Bio21 Molecular Science & Biotechnology Institute, 30 Flemington Road, Parkville, VIC3010, Australia.",1
nameparententity,"The parent company is Ingot Canopy & Fan Services Ltd with registered office at 76 Claydon Business Park, Great Blakenham, Ipswich IP6 0NL",1
nameparententity,"The parent company is MHW 63 Limited. The parent's registered office and principal place of business is Birches Brow Barn, Mill Lane, Aughton, Ormskirk, L39 7HJ.",1
nameparententity,"The parent company is Metric Gaming LLC, the address of the parent company is Metric Gaming LLC, Suite 190, Arroyo Corporate Center, 7450 Arroyo Crossing Parkway, Las Vegas, Nevada 89113.",1
nameparententity,"The parent company is Tindle Press Holdings Limited, a company registered in England and Wales.  The ultimate controlling party of that company is Sir Ray Tindle by virtue of his 100% interest, direct and indirect, in the ordinary shares of that company.  Tindle Press Holdings Limited prepare group financial statements, copies of which can be obtained from the Registrar of Companies, Companies House, Crown Way, Maindy, Cardiff, CF14 3UZ.  Tindle Press Holdings registered office is The Old Court House, Union Road, Farnham, Surrey GU9 7PT.",1
nameparententity,"The parent company is;GLG Telecom LtdUnit 1, Nasmyth BuildingNasmyth AvenueEast KilbrideG75 0QR",1
nameparententity,"The parent company, Chellaton Limited, is controlled by Messrs T & L Cavanagh.",1
nameparententity,The parent undertaking is Wildlife and Water Limited. The registered address of the parent entity is the sameas that of the company and no group financial statements incorporating the results of the company have beenprepared.,1
nameparententity,The parent undertaking is Wildlife and Water Limited. The registered address of the parent entity isthe same as that of the company and no group financial statements incorporating the results of thecompany have been prepared.,1
nameparententity,The shares are owned by the director R Sarginson.,1
nameparententity,The shares are under the control of the directors.,1
nameparententity,"The sole director of the company at the Balance Sheet date, owns 100% of the issued share capital of the company.",1
nameparententity,The two directors have ultimate control by virtue of their shareholding.,1
nameparententity,"The ulimate controlling party during the year was Mr. Ibrahim Kanamia, a director and majoirty shareholder in the company.",1
nameparententity,The ulitimate controlling party by virtue of his 100% shareholding is Mr Mark Dawes.,1
nameparententity,"The ulitmate controlling party is Mr S Wright, director of the company.",1
nameparententity,The ultilmate controlling interest is held by the director.,1
nameparententity,The ultimate control of the company is held by Mr Nicholas Tsang by virtue of his controlling shareholding in the company.,1
nameparententity,"The ultimate control party was Mr. Malek Adil Iqbal, the sole director and shareholder of the company.",1
nameparententity,The ultimate controling party is Mr Avtar Singh Chaggar and Mrs Jaspreet Chaggar by virtue of their joint 100% shareholding in the company.,1
nameparententity,"The ultimate controling party is the sole director, P Ritter, who holds all the issued shares",1
nameparententity,The ultimate controlling interest is held by the director.,1
nameparententity,The ultimate controlling interest is held by the directors of the company.,1
nameparententity,"The ultimate controlling part is TVbeat Inc., a company incorporated in the United States of America at 3500 South DuPont Highway, Dover, County of Kent, Delaware 19901, USA.",1
nameparententity,The ultimate controlling parties are C & G Belfield by virtue of their ownership of 100% of the issued ordinary share capital.,1
nameparententity,The ultimate controlling parties are Deborah Williams and Jennifer Williams,1
nameparententity,The ultimate controlling parties are Mr Andrew Dinnie and Mr David Spicer by virtue of holding 50% of shareholding each.,1
nameparententity,The ultimate controlling parties are Mr D Cave and Mrs E Cave who together hold 53% of the ordinary share capital of the company.,1
nameparententity,"The ultimate controlling parties are Mr E C Worsfold and Mrs S M Worsfold by virtue of their 100% ownership of Possey Ltd, the ultimate parent company incorporated in Guernsey.",1
nameparententity,The ultimate controlling parties are Mr I G Tinsley and Mr A J Tinsley.,1
nameparententity,The ultimate controlling parties are the directors and shareholders Mr Daniel McLaughlin and Mr John Land.,1
nameparententity,The ultimate controlling parties are the directors' and shareholders' Sophia Karim-Tutum and Serhat Vahap Tutum.,1
nameparententity,The ultimate controlling parties are the sharholders by virtue of their shareholding.,1
nameparententity,The ultimate controlling parties during the period: J Morton and M McDermid. J Morton and M McDermid each hold 50% of the issued share capital.,1
nameparententity,"The ultimate controlling parties of the company are Mrs V Wilson, Mr T Wilson and Mr J Wilson by virtue of their 30% each shareholding of the company.",1
nameparententity,The ultimate controlling parties of the company are the two directors Mr T Lafferty and Mr D Lafferty by virtue of their equal 50% holding in the issued share capital of the company.,1
nameparententity,"The ultimate controlling parties of the company as at the balance sheet date and at the date of approval of these accounts were: John Higgins, Jason Sumner",1
nameparententity,"The ultimate controlling party  is EW Group GmbH, a company  incorporated in Germany.",1
nameparententity,The ultimate controlling party are the directors by virtue of their shareholding.,1
nameparententity,The ultimate controlling party are the shareholders by virtue of their shareholding.,1
nameparententity,The ultimate controlling party at the balance sheet date was Mr & Mrs Morrall.,1
nameparententity,The ultimate controlling party at the balance sheet date was Mr A C Halford and Mrs L H Halford,1
nameparententity,The ultimate controlling party at the balance sheet date was Mr N J Culley.							,1
nameparententity,The ultimate controlling party by way of their 100% shareholding is J Mustarde (Director).,1
nameparententity,The ultimate controlling party during the period was Mr D Crowther,1
nameparententity,The ultimate controlling party during the period was Mr P Maguire.,1
nameparententity,The ultimate controlling party during the period were the Directors.,1
nameparententity,The ultimate controlling party during the period: Amy Clarke Amy Clarke holds 100% of the issued share capital and is deemed the ultimate controlling party,1
nameparententity,The ultimate controlling party during the period: Ben Greenwood Ben Greenwood holds 100% of the issued share capital and is deemed the ultimate controlling party.        ,1
nameparententity,The ultimate controlling party during the period: C O Orakwue. C O Orakwue holds 100% of the issued share capital and is deemed the ultimate controlling party.,1
nameparententity,The ultimate controlling party during the period: John Labraca John Labraca holds 100% of the issued share capital and is deemed the ultimate controlling party.  ,1
nameparententity,The ultimate controlling party during the period: Kevin Smith. Kevin Smith holds 33.3% of the issued share capital and is deemed the ultimate controlling party.,1
nameparententity,The ultimate controlling party during the period: Lee Bartley. Lee Bartley holds 100% of the issued A share capital and is deemed the ultimate controlling party.,1
nameparententity,The ultimate controlling party during the period: Mr Luke Douglas-Home Mr Luke Douglas-Home holds 100% of the issued share capital and is deemed the ultimate controlling party.  ,1
nameparententity,The ultimate controlling party during the period: Mr R Gue. Mr R Gue holds 100% of the issued share capital and is deemed the ultimate controlling party.,1
nameparententity,The ultimate controlling party during the period: Mr S Glasby. Mr S Glasby holds 100% of the issued share capital and is deemed the ultimate controlling party.,1
nameparententity,The ultimate controlling party during the period: N King. N King holds 100% of the issued share capital and is deemed the ultimate controlling party.,1
nameparententity,The ultimate controlling party during the period: Rhys Griffiths Rhys Griffiths holds 100% of the issued share capital and is deemed the ultimate controlling party.,1
nameparententity,The ultimate controlling party during the period: S Chow. S Chow holds 100% of the issued share capital and is deemed the ultimate controlling party.,1
nameparententity,The ultimate controlling party during the period: Tacit Fusion Ltd Tacit Fusion Ltd holds 42% of the issued share capital and is deemed the ultimate controlling party. ,1
nameparententity,The ultimate controlling party during the year was the director D Van Beveren who holds 100% of the issued share capital.,1
nameparententity,"The ultimate controlling party during this period was Mr. D. S. Birring and Mrs. D. K. Birring, both director and equal shaerholders in the company.",1
nameparententity,The ultimate controlling party for the period was Mr Les Wix,1
nameparententity,The ultimate controlling party is A Sandbach.,1
nameparententity,The ultimate controlling party is Amit Bhowmick by virtue of his directorship and shareholding over 50%.,1
nameparententity,The ultimate controlling party is Anne Ewins,1
nameparententity,The ultimate controlling party is B Petryszyn who controls 100% of the ordinary share capital of the company.,1
nameparententity,The ultimate controlling party is Blanco Professional GmbH + Co KG.,1
nameparententity,"The ultimate controlling party is Briggs Burners (Holdings) Limited.  Mr G K Peach, a director of the company, has a controlling interest in Briggs Burners (Holdings) Limited.",1
nameparententity,"The ultimate controlling party is Christiane Quernel, the company director.",1
nameparententity,The ultimate controlling party is D Semeraro by virtue of her shareholding.,1
nameparententity,The ultimate controlling party is D W Richardson who owns more than 75% of the issued share capital.,1
nameparententity,The ultimate controlling party is David Thorburn by way of being the sole shareholder and director.,1
nameparententity,The ultimate controlling party is Dr G Mouton due to his 100% shareholding in the company.,1
nameparententity,The ultimate controlling party is Dr G Mouton due to his 60% shareholding in the company.,1
nameparententity,"The ultimate controlling party is Dr O Horgan, Director.",1
nameparententity,"The ultimate controlling party is E Warren and J Warren.  These directors controlled the company throughout the current period, by virtue of the fact that they own all of the issued share capital.",1
nameparententity,The ultimate controlling party is Electra Japonas.,1
nameparententity,The ultimate controlling party is Eleni Ntina,1
nameparententity,The ultimate controlling party is Elizabeth Barton.,1
nameparententity,The ultimate controlling party is Elizabeth Brace.,1
nameparententity,The ultimate controlling party is G Cowie.,1
nameparententity,The ultimate controlling party is Hans-Gunter Goeren by virture of his sole shareholding.,1
nameparententity,The ultimate controlling party is Hans-Gunter Goren by virtue of his sole shareholding.,1
nameparententity,The ultimate controlling party is I Khan who controls the company by virtue of a 100% shareholding in the ordinary share capital of the company.,1
nameparententity,The ultimate controlling party is Irina Sharay who is sole Director and 80% shareholder of the company,1
nameparententity,The ultimate controlling party is J Lawrence by virtue of his shareholding.,1
nameparententity,The ultimate controlling party is Joan Armatrading by virtue of her shareholding. ,1
nameparententity,The ultimate controlling party is John Martin Sungitsa.,1
nameparententity,The ultimate controlling party is K Hayes by way of their 100% shareholding in the Company.,1
nameparententity,"The ultimate controlling party is KE Sagar, shareholder.",1
nameparententity,The ultimate controlling party is L Harmer due to his shareholding.,1
nameparententity,"The ultimate controlling party is M S Baig, the company director",1
nameparententity,"The ultimate controlling party is Matthew Forrest, a director and shareholder of the company.",1
nameparententity,The ultimate controlling party is Miss S Kaur.,1
nameparententity,The ultimate controlling party is Mr & Mrs IC Black.,1
nameparententity,The ultimate controlling party is Mr A Pearson owning 70% of the share capital.,1
nameparententity,The ultimate controlling party is Mr A Speirs by virtue of his 100% shareholding.,1
nameparententity,The ultimate controlling party is Mr Bayliss by virtue of his shareholding.,1
nameparententity,The ultimate controlling party is Mr Chris McLean by virtue of holding 100% shareholding in the company.,1
nameparententity,The ultimate controlling party is Mr D E Hyde.,1
nameparententity,"The ultimate controlling party is Mr D G Farrar, who owns the majority of the share capital.",1
nameparententity,"The ultimate controlling party is Mr D Sheehy, director and shareholder.",1
nameparententity,The ultimate controlling party is Mr D Stratten by virtue of him owning 100% of the company's issued share capital.,1
nameparententity,The ultimate controlling party is Mr G E Cummings who is the sole director and shareholder of the company. ,1
nameparententity,The ultimate controlling party is Mr George Sherry,1
nameparententity,The ultimate controlling party is Mr Ian Grant and Ms Helen Heselwood by virtue of their equal shareholding of the company's entire share capital. ,1
nameparententity,The ultimate controlling party is Mr J S McEwan and Mrs M L McEwan acting in concert.,1
nameparententity,The ultimate controlling party is Mr Laurence Tudor-Williams by virtue of holidng 100% of shareholding in the company.,1
nameparententity,The ultimate controlling party is Mr M G Grimwade.,1
nameparententity,The ultimate controlling party is Mr M Kelly.,1
nameparententity,The ultimate controlling party is Mr M O Goode,1
nameparententity,The ultimate controlling party is Mr P H James ASH,1
nameparententity,The ultimate controlling party is Mr P Tillotson by virtue of his shareholding ,1
nameparententity,"The ultimate controlling party is Mr R J Colbourne, who is the majority shareholder and director",1
nameparententity,The ultimate controlling party is Mr R Stefan.,1
nameparententity,The ultimate controlling party is Mr R. Hellewell the company director and major shareholder.,1
nameparententity,The ultimate controlling party is Mr S. N. Fleming who owns 60% of the issued share capital of S. Fleming Limited of which Midbleak Limited is a wholly owned subsidiary.,1
nameparententity,The ultimate controlling party is Mr S.J. Doughty.,1
nameparententity,The ultimate controlling party is Mr Thomas Unwin.,1
nameparententity,"The ultimate controlling party is Mr Victor Sentkovsky, the director, by virtue of his ownership of 52% of the share capital. His wife, Mrs Amanda Sentkovsky, a director, owns the remainder.",1
nameparententity,The ultimate controlling party is Mr. S Berry by virtue of him holiding 60% in the company.,1
nameparententity,"The ultimate controlling party is Mrs AJ Fleck, by virtue of her 100% shareholding.",1
